Date,Produit,Région,Ventes,Prix unitaire,Stock disponible
2023-09-30,Produit_32,Région_4,60,421.9,290
2023-09-30,Produit_18,Région_2,20,281.26,641
2023-09-30,Produit_46,Région_9,97,165.28,846
2023-09-30,Produit_30,Région_3,47,81.15,325
2023-09-30,Produit_21,Région_8,77,149.22,767
2023-09-30,Produit_28,Région_5,18,146.38,352
2023-09-30,Produit_25,Région_3,95,365.15,86
2023-09-30,Produit_4,Région_5,8,111.41,878
2023-09-30,Produit_17,Région_1,70,38.53,422
2023-09-30,Produit_24,Région_4,40,315.74,315
2023-09-30,Produit_15,Région_1,56,66.34,510
2023-09-30,Produit_17,Région_8,87,86.05,113
2023-09-30,Produit_15,Région_7,15,412.64,856
2023-09-30,Produit_28,Région_10,81,383.39,868
2023-09-30,Produit_5,Région_5,98,307.98,241
2023-09-30,Produit_16,Région_5,32,121.77,315
2023-09-30,Produit_21,Région_3,60,107.82,222
2023-09-30,Produit_20,Région_5,7,283.58,946
2023-09-30,Produit_17,Région_4,42,5.25,159
2023-09-30,Produit_17,Région_1,37,307.56,805
2023-09-30,Produit_38,Région_3,85,128.54,982
2023-09-30,Produit_12,Région_2,76,89.99,600
2023-09-30,Produit_50,Région_1,71,370.61,966
2023-09-30,Produit_22,Région_4,73,383.94,687
2023-09-30,Produit_45,Région_4,55,456.81,849
2023-09-30,Produit_18,Région_8,59,91.7,801
2023-09-30,Produit_22,Région_5,64,251.15,294
2023-09-30,Produit_36,Région_2,31,253.7,79
2023-09-30,Produit_15,Région_6,36,106.22,831
2023-09-30,Produit_13,Région_4,42,186.64,269
2023-09-30,Produit_46,Région_5,91,411.59,718
2023-09-30,Produit_31,Région_2,63,256.46,897
2023-09-30,Produit_36,Région_2,51,197.83,888
2023-09-30,Produit_39,Région_10,64,462.27,334
2023-09-30,Produit_8,Région_10,48,116.26,208
2023-09-30,Produit_50,Région_8,81,278.31,649
2023-09-30,Produit_27,Région_5,28,235.51,270
2023-09-30,Produit_48,Région_5,46,406.77,814
2023-09-30,Produit_26,Région_10,19,256.53,950
2023-09-30,Produit_10,Région_6,87,268.07,701
2023-09-30,Produit_44,Région_4,82,237.44,97
2023-09-30,Produit_41,Région_8,56,297.75,181
2023-09-30,Produit_44,Région_3,21,70.31,126
2023-09-30,Produit_24,Région_7,66,268.08,579
2023-09-30,Produit_46,Région_6,18,409.54,626
2023-09-30,Produit_23,Région_9,88,185.28,215
2023-09-30,Produit_33,Région_6,2,315.84,232
2023-09-30,Produit_39,Région_9,7,324.68,539
2023-09-30,Produit_50,Région_8,22,474.18,744
2023-09-30,Produit_45,Région_7,95,32.39,814
2023-09-30,Produit_12,Région_8,10,56.91,453
2023-09-30,Produit_42,Région_4,36,312.6,139
2023-09-30,Produit_45,Région_7,89,402.31,606
2023-09-30,Produit_18,Région_7,27,487.87,79
2023-09-30,Produit_31,Région_9,59,485.25,111
2023-09-30,Produit_11,Région_3,22,178.96,695
2023-09-30,Produit_45,Région_3,65,300.62,469
2023-09-30,Produit_41,Région_1,31,351.96,629
2023-09-30,Produit_33,Région_8,15,432.96,742
2023-09-30,Produit_3,Région_3,10,64.63,879
2023-09-30,Produit_28,Région_7,32,97.83,739
2023-09-30,Produit_23,Région_6,51,39.35,338
2023-09-30,Produit_47,Région_10,91,55.06,457
2023-09-30,Produit_16,Région_10,25,53.91,570
2023-09-30,Produit_3,Région_6,63,185.86,360
2023-09-30,Produit_44,Région_9,67,284.95,663
2023-09-30,Produit_3,Région_4,87,338.92,674
2023-09-30,Produit_39,Région_6,3,169.99,75
2023-09-30,Produit_40,Région_10,76,263.19,469
2023-09-30,Produit_20,Région_7,75,471.89,17
2023-09-30,Produit_32,Région_9,43,119.32,701
2023-09-30,Produit_20,Région_6,81,255.83,323
2023-09-30,Produit_33,Région_3,1,280.68,905
2023-09-30,Produit_41,Région_1,38,57.71,59
2023-09-30,Produit_49,Région_7,3,355.21,606
2023-09-30,Produit_8,Région_2,3,69.32,832
2023-09-30,Produit_42,Région_10,20,437.17,914
2023-09-30,Produit_24,Région_5,48,326.98,408
2023-09-30,Produit_49,Région_2,67,434.33,772
2023-09-30,Produit_3,Région_4,91,327.49,574
2023-09-30,Produit_12,Région_4,95,148.13,2
2023-09-30,Produit_4,Région_9,25,143.19,660
2023-09-30,Produit_11,Région_5,60,230.11,342
2023-09-30,Produit_47,Région_8,2,458.87,245
2023-09-30,Produit_10,Région_7,66,446.81,481
2023-09-30,Produit_20,Région_3,79,297.41,158
2023-09-30,Produit_25,Région_2,45,75.4,680
2023-09-30,Produit_10,Région_4,32,20.29,117
2023-09-30,Produit_40,Région_5,81,240.63,519
2023-09-30,Produit_38,Région_2,59,68.11,962
2023-09-30,Produit_49,Région_4,47,356.94,250
2023-09-30,Produit_11,Région_3,50,421.23,918
2023-09-30,Produit_33,Région_2,98,408.24,156
2023-09-30,Produit_44,Région_9,83,14.27,425
2023-09-30,Produit_18,Région_2,95,391.47,109
2023-09-30,Produit_47,Région_3,33,430.88,768
2023-09-30,Produit_9,Région_7,92,251.05,749
2023-09-30,Produit_39,Région_4,96,25.9,165
2023-09-30,Produit_5,Région_2,5,16.11,879
2023-09-30,Produit_17,Région_4,7,190.4,381
2023-09-30,Produit_34,Région_7,46,482.35,847
2023-09-30,Produit_33,Région_6,15,28.47,267
2023-09-30,Produit_22,Région_2,53,268.19,493
2023-09-30,Produit_47,Région_10,1,388.4,850
2023-09-30,Produit_34,Région_4,82,367.04,581
2023-09-30,Produit_49,Région_2,41,251.29,382
2023-09-30,Produit_36,Région_4,77,179.0,507
2023-09-30,Produit_19,Région_2,41,122.96,470
2023-09-30,Produit_21,Région_7,79,100.1,835
2023-09-30,Produit_38,Région_8,58,431.36,902
2023-09-30,Produit_29,Région_6,10,86.41,454
2023-09-30,Produit_37,Région_10,37,189.14,81
2023-09-30,Produit_46,Région_8,86,164.28,604
2023-09-30,Produit_6,Région_6,42,389.46,94
2023-09-30,Produit_15,Région_6,19,428.88,544
2023-09-30,Produit_27,Région_10,34,126.94,60
2023-09-30,Produit_25,Région_7,9,438.69,560
2023-09-30,Produit_25,Région_7,3,261.4,23
2023-09-30,Produit_36,Région_7,17,467.76,461
2023-09-30,Produit_5,Région_4,74,30.52,625
2023-09-30,Produit_33,Région_10,10,47.92,927
2023-09-30,Produit_21,Région_3,17,239.02,777
2023-09-30,Produit_36,Région_1,33,360.49,25
2023-09-30,Produit_35,Région_10,64,187.97,172
2023-09-30,Produit_40,Région_6,59,355.05,751
2023-09-30,Produit_48,Région_9,28,83.77,799
2023-09-30,Produit_50,Région_4,53,482.88,590
2023-09-30,Produit_27,Région_10,53,207.81,429
2023-09-30,Produit_36,Région_8,24,153.24,933
2023-09-30,Produit_9,Région_4,73,450.73,2
2023-09-30,Produit_30,Région_3,8,448.2,283
2023-09-30,Produit_18,Région_10,34,498.28,828
2023-09-30,Produit_33,Région_2,7,83.25,656
2023-09-30,Produit_4,Région_4,13,274.34,97
2023-09-30,Produit_1,Région_3,55,402.13,449
2023-09-30,Produit_13,Région_3,22,45.21,941
2023-09-30,Produit_39,Région_3,79,154.26,252
2023-09-30,Produit_7,Région_5,90,145.37,338
2023-09-30,Produit_14,Région_8,22,179.67,600
2023-09-30,Produit_11,Région_2,7,114.2,33
2023-09-30,Produit_48,Région_3,93,291.02,652
2023-09-30,Produit_32,Région_1,46,456.44,488
2023-09-30,Produit_24,Région_5,50,82.93,519
2023-09-30,Produit_20,Région_6,21,499.96,756
2023-09-30,Produit_44,Région_1,38,208.01,223
2023-09-30,Produit_20,Région_2,37,155.29,576
2023-09-30,Produit_35,Région_6,94,22.61,301
2023-09-30,Produit_45,Région_3,7,472.18,888
2023-09-30,Produit_40,Région_10,72,220.74,462
2023-09-30,Produit_13,Région_5,54,483.52,251
2023-09-30,Produit_8,Région_4,52,58.25,308
2023-09-30,Produit_42,Région_1,2,109.8,406
2023-09-30,Produit_26,Région_10,44,356.08,55
2023-09-30,Produit_10,Région_10,60,160.78,73
2023-09-30,Produit_22,Région_9,3,277.24,375
2023-09-30,Produit_12,Région_2,19,418.05,973
2023-09-30,Produit_42,Région_2,1,70.29,140
2023-09-30,Produit_38,Région_9,29,164.99,71
2023-10-01,Produit_41,Région_6,39,415.04,717
2023-10-01,Produit_38,Région_5,73,22.34,203
2023-10-01,Produit_14,Région_1,70,117.4,869
2023-10-01,Produit_37,Région_4,20,288.63,863
2023-10-01,Produit_16,Région_2,37,202.68,51
2023-10-01,Produit_9,Région_9,53,416.34,779
2023-10-01,Produit_47,Région_1,42,243.66,280
2023-10-01,Produit_35,Région_6,39,157.69,304
2023-10-01,Produit_31,Région_8,27,19.3,322
2023-10-01,Produit_45,Région_3,47,254.93,3
2023-10-01,Produit_25,Région_7,72,155.39,257
2023-10-01,Produit_31,Région_9,96,377.32,877
2023-10-01,Produit_20,Région_7,47,83.23,454
2023-10-01,Produit_48,Région_2,71,235.05,562
2023-10-01,Produit_3,Région_10,10,7.03,66
2023-10-01,Produit_39,Région_1,47,38.07,54
2023-10-01,Produit_33,Région_9,87,409.31,502
2023-10-01,Produit_38,Région_4,1,220.98,174
2023-10-01,Produit_27,Région_6,26,201.06,223
2023-10-01,Produit_49,Région_2,64,353.03,740
2023-10-01,Produit_49,Région_9,70,441.2,877
2023-10-01,Produit_32,Région_3,78,84.68,680
2023-10-01,Produit_18,Région_1,2,329.06,179
2023-10-01,Produit_6,Région_4,21,445.42,582
2023-10-01,Produit_46,Région_10,3,469.65,161
2023-10-01,Produit_43,Région_10,59,6.27,652
2023-10-01,Produit_40,Région_4,25,406.15,961
2023-10-01,Produit_45,Région_8,57,86.63,796
2023-10-01,Produit_35,Région_4,18,18.03,621
2023-10-01,Produit_28,Région_3,98,217.96,569
2023-10-01,Produit_33,Région_4,79,50.19,916
2023-10-01,Produit_15,Région_2,16,156.78,276
2023-10-01,Produit_12,Région_7,71,349.08,708
2023-10-01,Produit_18,Région_9,19,201.97,863
2023-10-01,Produit_49,Région_8,96,360.64,315
2023-10-01,Produit_27,Région_6,48,391.42,378
2023-10-01,Produit_23,Région_3,90,202.46,77
2023-10-01,Produit_10,Région_8,47,107.13,18
2023-10-01,Produit_39,Région_5,16,213.83,494
2023-10-01,Produit_12,Région_3,29,209.7,204
2023-10-01,Produit_9,Région_5,64,294.18,196
2023-10-01,Produit_22,Région_3,4,424.35,184
2023-10-01,Produit_45,Région_9,75,377.63,927
2023-10-01,Produit_36,Région_1,23,106.13,760
2023-10-01,Produit_35,Région_1,84,438.55,379
2023-10-01,Produit_41,Région_3,44,442.66,493
2023-10-01,Produit_1,Région_9,25,260.37,918
2023-10-01,Produit_11,Région_7,51,414.61,530
2023-10-01,Produit_23,Région_2,80,457.24,263
2023-10-01,Produit_16,Région_4,20,383.05,885
2023-10-01,Produit_30,Région_9,87,270.24,82
2023-10-01,Produit_20,Région_2,71,456.95,526
2023-10-01,Produit_27,Région_9,45,432.05,643
2023-10-01,Produit_31,Région_1,17,11.06,514
2023-10-01,Produit_40,Région_10,88,38.74,191
2023-10-01,Produit_35,Région_3,9,321.72,160
2023-10-01,Produit_19,Région_9,8,264.23,904
2023-10-01,Produit_14,Région_5,40,410.11,952
2023-10-01,Produit_8,Région_5,32,99.44,984
2023-10-01,Produit_38,Région_7,41,231.8,432
2023-10-01,Produit_19,Région_9,31,380.96,776
2023-10-01,Produit_45,Région_3,5,8.62,172
2023-10-01,Produit_18,Région_2,1,151.62,402
2023-10-01,Produit_37,Région_4,37,414.97,67
2023-10-01,Produit_17,Région_1,45,427.52,176
2023-10-01,Produit_37,Région_3,11,300.27,306
2023-10-01,Produit_41,Région_10,30,456.87,497
2023-10-01,Produit_26,Région_3,15,466.03,309
2023-10-01,Produit_48,Région_2,26,51.42,253
2023-10-01,Produit_44,Région_3,2,380.77,275
2023-10-01,Produit_29,Région_5,3,470.05,612
2023-10-01,Produit_48,Région_4,12,23.47,387
2023-10-01,Produit_37,Région_4,74,403.24,551
2023-10-01,Produit_41,Région_1,63,486.47,757
2023-10-01,Produit_8,Région_6,65,143.55,3
2023-10-01,Produit_19,Région_4,89,457.26,719
2023-10-01,Produit_13,Région_6,16,240.83,191
2023-10-01,Produit_49,Région_5,40,230.28,692
2023-10-01,Produit_15,Région_1,66,424.99,943
2023-10-01,Produit_43,Région_2,42,151.44,144
2023-10-01,Produit_36,Région_6,44,150.09,961
2023-10-01,Produit_29,Région_7,55,141.83,593
2023-10-01,Produit_25,Région_2,74,354.8,277
2023-10-01,Produit_22,Région_7,99,387.34,692
2023-10-01,Produit_26,Région_10,39,138.66,77
2023-10-01,Produit_9,Région_6,8,389.92,923
2023-10-01,Produit_15,Région_9,67,188.02,75
2023-10-01,Produit_38,Région_8,86,485.22,146
2023-10-01,Produit_39,Région_3,72,322.78,530
2023-10-01,Produit_35,Région_5,88,247.59,469
2023-10-01,Produit_21,Région_4,24,135.13,933
2023-10-01,Produit_33,Région_5,6,364.25,388
2023-10-01,Produit_15,Région_5,20,10.58,930
2023-10-01,Produit_2,Région_10,5,158.33,235
2023-10-01,Produit_45,Région_9,41,90.19,821
2023-10-01,Produit_43,Région_3,80,20.84,612
2023-10-01,Produit_18,Région_8,41,169.73,76
2023-10-01,Produit_46,Région_4,17,408.1,259
2023-10-01,Produit_35,Région_3,69,47.97,284
2023-10-01,Produit_25,Région_10,7,354.95,522
2023-10-01,Produit_37,Région_6,33,216.25,999
2023-10-01,Produit_21,Région_9,96,327.24,901
2023-10-01,Produit_2,Région_3,10,297.51,716
2023-10-01,Produit_23,Région_1,92,207.83,557
2023-10-01,Produit_27,Région_9,14,123.15,837
2023-10-01,Produit_40,Région_4,22,310.36,779
2023-10-01,Produit_19,Région_6,78,165.02,892
2023-10-01,Produit_10,Région_8,13,283.38,157
2023-10-01,Produit_30,Région_3,95,291.01,869
2023-10-01,Produit_11,Région_9,22,182.39,384
2023-10-01,Produit_23,Région_8,68,330.51,829
2023-10-01,Produit_1,Région_6,49,86.67,277
2023-10-01,Produit_43,Région_5,50,204.38,168
2023-10-01,Produit_19,Région_4,78,56.32,550
2023-10-01,Produit_1,Région_7,54,468.93,157
2023-10-01,Produit_19,Région_8,68,459.03,554
2023-10-01,Produit_48,Région_4,21,230.81,252
2023-10-01,Produit_21,Région_8,34,430.25,827
2023-10-01,Produit_5,Région_1,93,390.71,332
2023-10-01,Produit_25,Région_4,82,98.45,174
2023-10-01,Produit_43,Région_8,61,169.37,418
2023-10-01,Produit_12,Région_6,84,482.84,358
2023-10-01,Produit_2,Région_2,61,373.33,480
2023-10-01,Produit_8,Région_10,49,486.47,179
2023-10-01,Produit_3,Région_5,2,47.79,634
2023-10-01,Produit_30,Région_3,85,158.82,947
2023-10-01,Produit_35,Région_1,62,494.75,380
2023-10-01,Produit_1,Région_8,26,337.97,179
2023-10-01,Produit_28,Région_10,59,239.18,801
2023-10-01,Produit_19,Région_5,58,37.9,158
2023-10-01,Produit_37,Région_4,16,302.48,463
2023-10-01,Produit_8,Région_5,49,363.55,681
2023-10-01,Produit_26,Région_3,48,307.63,549
2023-10-01,Produit_3,Région_10,28,390.0,219
2023-10-01,Produit_22,Région_8,47,276.78,441
2023-10-01,Produit_24,Région_3,14,489.17,779
2023-10-01,Produit_45,Région_7,14,218.9,283
2023-10-01,Produit_40,Région_5,28,422.43,783
2023-10-01,Produit_48,Région_8,69,349.3,214
2023-10-01,Produit_3,Région_10,34,440.25,258
2023-10-01,Produit_33,Région_7,3,143.52,116
2023-10-01,Produit_40,Région_6,93,399.44,122
2023-10-01,Produit_45,Région_3,55,283.4,215
2023-10-01,Produit_10,Région_6,18,63.32,424
2023-10-01,Produit_6,Région_5,23,66.71,932
2023-10-01,Produit_21,Région_8,2,335.52,476
2023-10-01,Produit_47,Région_9,95,6.1,368
2023-10-01,Produit_4,Région_5,82,216.28,11
2023-10-01,Produit_19,Région_7,10,77.7,749
2023-10-01,Produit_30,Région_5,70,392.89,566
2023-10-01,Produit_19,Région_1,64,186.52,645
2023-10-01,Produit_40,Région_5,14,40.5,482
2023-10-01,Produit_10,Région_10,33,104.98,520
2023-10-01,Produit_19,Région_10,66,497.25,775
2023-10-01,Produit_47,Région_1,1,381.07,269
2023-10-01,Produit_36,Région_5,72,495.74,468
2023-10-01,Produit_42,Région_1,37,332.9,347
2023-10-01,Produit_46,Région_2,25,214.6,751
2023-10-01,Produit_38,Région_5,31,369.87,534
2023-10-01,Produit_46,Région_3,6,48.86,701
2023-10-01,Produit_8,Région_1,59,190.25,905
2023-10-01,Produit_27,Région_8,64,208.39,60
2023-10-01,Produit_10,Région_6,65,456.36,511
2023-10-01,Produit_17,Région_9,52,185.32,287
2023-10-01,Produit_49,Région_2,96,452.05,610
2023-10-01,Produit_19,Région_8,63,459.96,222
2023-10-01,Produit_18,Région_4,70,228.98,910
2023-10-01,Produit_28,Région_8,22,483.29,963
2023-10-01,Produit_44,Région_5,30,450.57,799
2023-10-01,Produit_3,Région_2,98,15.94,283
2023-10-01,Produit_23,Région_1,31,106.07,920
2023-10-01,Produit_41,Région_2,63,425.92,848
2023-10-01,Produit_34,Région_2,66,97.83,739
2023-10-01,Produit_15,Région_3,84,399.97,730
2023-10-01,Produit_19,Région_9,4,348.18,284
2023-10-01,Produit_24,Région_7,53,74.9,568
2023-10-01,Produit_16,Région_9,22,271.41,221
2023-10-01,Produit_34,Région_6,71,103.29,75
2023-10-01,Produit_29,Région_7,58,321.22,286
2023-10-01,Produit_21,Région_2,58,306.84,186
2023-10-01,Produit_12,Région_9,8,487.94,684
2023-10-01,Produit_16,Région_10,87,161.75,653
2023-10-01,Produit_30,Région_7,42,432.71,347
2023-10-01,Produit_17,Région_10,95,152.59,819
2023-10-01,Produit_17,Région_1,85,280.93,367
2023-10-01,Produit_26,Région_1,28,146.84,285
2023-10-01,Produit_12,Région_10,93,335.96,513
2023-10-01,Produit_3,Région_3,60,414.04,186
2023-10-01,Produit_44,Région_9,93,317.4,652
2023-10-01,Produit_21,Région_4,82,339.77,669
2023-10-01,Produit_4,Région_4,32,208.9,435
2023-10-01,Produit_31,Région_5,80,460.28,702
2023-10-01,Produit_35,Région_8,64,55.48,416
2023-10-01,Produit_35,Région_7,42,172.67,254
2023-10-01,Produit_30,Région_9,46,439.21,201
2023-10-01,Produit_50,Région_3,46,234.44,555
2023-10-01,Produit_14,Région_3,64,70.46,404
2023-10-01,Produit_9,Région_6,52,175.86,929
2023-10-01,Produit_29,Région_1,1,70.5,274
2023-10-01,Produit_17,Région_10,11,284.02,991
2023-10-02,Produit_2,Région_7,18,34.13,983
2023-10-02,Produit_41,Région_5,87,414.88,447
2023-10-02,Produit_20,Région_6,83,347.71,502
2023-10-02,Produit_16,Région_2,97,203.1,183
2023-10-02,Produit_15,Région_10,95,464.93,527
2023-10-02,Produit_46,Région_9,99,336.98,538
2023-10-02,Produit_38,Région_7,34,392.21,510
2023-10-02,Produit_18,Région_10,40,247.29,153
2023-10-02,Produit_13,Région_5,26,440.75,808
2023-10-02,Produit_11,Région_2,71,48.48,424
2023-10-02,Produit_46,Région_9,9,352.51,449
2023-10-02,Produit_10,Région_10,69,388.33,30
2023-10-02,Produit_6,Région_5,21,349.89,886
2023-10-02,Produit_39,Région_8,7,425.06,684
2023-10-02,Produit_25,Région_9,33,119.22,385
2023-10-02,Produit_36,Région_10,73,477.07,951
2023-10-02,Produit_25,Région_7,85,436.35,824
2023-10-02,Produit_25,Région_5,57,153.11,670
2023-10-02,Produit_5,Région_8,56,370.03,994
2023-10-02,Produit_11,Région_8,68,105.63,339
2023-10-02,Produit_19,Région_9,65,409.5,726
2023-10-02,Produit_28,Région_2,20,77.1,799
2023-10-02,Produit_47,Région_2,79,26.04,895
2023-10-02,Produit_17,Région_8,35,140.45,597
2023-10-02,Produit_2,Région_5,67,83.9,339
2023-10-02,Produit_27,Région_10,14,445.91,784
2023-10-02,Produit_42,Région_5,98,262.12,514
2023-10-02,Produit_27,Région_1,28,249.48,740
2023-10-02,Produit_43,Région_4,36,252.21,162
2023-10-02,Produit_7,Région_5,78,246.7,399
2023-10-02,Produit_28,Région_2,64,96.11,522
2023-10-02,Produit_6,Région_10,59,494.07,392
2023-10-02,Produit_20,Région_7,46,191.29,438
2023-10-02,Produit_17,Région_10,2,347.58,869
2023-10-02,Produit_25,Région_4,83,303.91,539
2023-10-02,Produit_1,Région_6,80,451.85,619
2023-10-02,Produit_34,Région_2,76,493.97,294
2023-10-02,Produit_12,Région_3,70,280.12,167
2023-10-02,Produit_30,Région_4,84,181.33,702
2023-10-02,Produit_21,Région_5,30,285.76,429
2023-10-02,Produit_42,Région_1,38,334.22,279
2023-10-02,Produit_9,Région_1,50,284.01,55
2023-10-02,Produit_35,Région_8,22,280.44,485
2023-10-02,Produit_3,Région_2,5,323.94,454
2023-10-02,Produit_23,Région_3,84,304.29,923
2023-10-02,Produit_24,Région_10,54,402.89,292
2023-10-02,Produit_44,Région_5,88,143.04,602
2023-10-02,Produit_43,Région_7,16,269.95,715
2023-10-02,Produit_16,Région_7,67,22.74,192
2023-10-02,Produit_38,Région_8,43,377.96,110
2023-10-02,Produit_45,Région_2,42,220.76,297
2023-10-02,Produit_25,Région_4,5,236.4,357
2023-10-02,Produit_23,Région_10,76,498.42,78
2023-10-02,Produit_23,Région_5,22,47.68,647
2023-10-02,Produit_19,Région_1,1,223.59,307
2023-10-02,Produit_28,Région_7,12,229.26,529
2023-10-02,Produit_39,Région_3,91,462.69,97
2023-10-02,Produit_14,Région_10,90,244.67,779
2023-10-02,Produit_39,Région_1,95,138.83,489
2023-10-02,Produit_12,Région_2,26,373.69,451
2023-10-02,Produit_40,Région_3,51,413.26,651
2023-10-02,Produit_11,Région_10,33,92.37,169
2023-10-02,Produit_34,Région_10,62,233.89,912
2023-10-02,Produit_23,Région_2,87,33.25,163
2023-10-02,Produit_8,Région_3,24,435.86,728
2023-10-02,Produit_33,Région_9,20,337.13,774
2023-10-02,Produit_19,Région_6,16,349.88,246
2023-10-02,Produit_20,Région_1,5,443.75,591
2023-10-02,Produit_17,Région_6,16,194.78,694
2023-10-02,Produit_15,Région_5,98,456.43,653
2023-10-02,Produit_43,Région_2,46,39.94,85
2023-10-02,Produit_1,Région_2,22,192.3,308
2023-10-02,Produit_3,Région_9,69,227.6,818
2023-10-02,Produit_35,Région_3,5,361.41,968
2023-10-02,Produit_23,Région_2,67,333.07,97
2023-10-02,Produit_20,Région_10,30,414.18,944
2023-10-02,Produit_13,Région_5,43,279.08,543
2023-10-02,Produit_26,Région_5,16,495.7,871
2023-10-02,Produit_45,Région_7,69,268.74,897
2023-10-02,Produit_1,Région_9,3,113.64,386
2023-10-02,Produit_15,Région_6,32,86.27,198
2023-10-02,Produit_7,Région_1,65,293.26,328
2023-10-02,Produit_14,Région_7,10,454.12,270
2023-10-02,Produit_33,Région_8,39,289.98,195
2023-10-02,Produit_39,Région_8,52,154.66,716
2023-10-02,Produit_32,Région_1,93,329.39,401
2023-10-02,Produit_39,Région_4,3,362.91,258
2023-10-02,Produit_5,Région_4,77,19.55,402
2023-10-02,Produit_38,Région_2,91,129.54,923
2023-10-02,Produit_29,Région_8,89,159.66,255
2023-10-02,Produit_48,Région_10,98,327.38,524
2023-10-02,Produit_16,Région_3,52,469.34,688
2023-10-02,Produit_26,Région_3,18,488.14,992
2023-10-02,Produit_6,Région_10,65,372.39,194
2023-10-02,Produit_25,Région_8,81,51.16,317
2023-10-02,Produit_36,Région_6,52,417.42,201
2023-10-02,Produit_32,Région_4,9,352.53,421
2023-10-02,Produit_3,Région_9,99,31.89,973
2023-10-02,Produit_27,Région_2,22,488.1,504
2023-10-02,Produit_7,Région_6,16,203.81,45
2023-10-02,Produit_1,Région_5,46,293.82,763
2023-10-02,Produit_23,Région_8,3,145.48,94
2023-10-02,Produit_6,Région_4,37,92.6,741
2023-10-02,Produit_50,Région_7,79,233.69,606
2023-10-02,Produit_12,Région_4,77,414.22,887
2023-10-02,Produit_27,Région_4,93,254.44,943
2023-10-02,Produit_40,Région_4,97,378.47,897
2023-10-02,Produit_44,Région_2,26,420.81,608
2023-10-02,Produit_19,Région_2,25,453.37,815
2023-10-02,Produit_15,Région_7,82,455.59,274
2023-10-02,Produit_50,Région_5,37,36.03,87
2023-10-02,Produit_26,Région_9,51,97.87,105
2023-10-02,Produit_41,Région_4,68,480.6,450
2023-10-02,Produit_14,Région_6,75,403.43,115
2023-10-02,Produit_42,Région_6,89,452.27,844
2023-10-02,Produit_8,Région_9,95,66.85,18
2023-10-02,Produit_27,Région_9,73,15.14,541
2023-10-02,Produit_44,Région_3,88,266.65,200
2023-10-02,Produit_3,Région_7,17,319.99,196
2023-10-02,Produit_3,Région_2,92,450.05,788
2023-10-02,Produit_7,Région_6,36,310.89,280
2023-10-02,Produit_37,Région_1,89,207.2,456
2023-10-02,Produit_3,Région_4,84,28.21,651
2023-10-02,Produit_42,Région_10,65,394.88,785
2023-10-02,Produit_35,Région_1,2,211.95,375
2023-10-02,Produit_3,Région_4,53,280.31,67
2023-10-02,Produit_7,Région_3,26,133.33,176
2023-10-02,Produit_48,Région_2,4,65.72,786
2023-10-02,Produit_28,Région_10,94,353.68,634
2023-10-02,Produit_18,Région_4,3,25.7,166
2023-10-02,Produit_29,Région_2,40,9.07,39
2023-10-02,Produit_24,Région_3,33,333.33,576
2023-10-02,Produit_15,Région_8,51,392.74,271
2023-10-02,Produit_25,Région_5,1,289.5,84
2023-10-02,Produit_9,Région_1,99,291.84,536
2023-10-02,Produit_30,Région_7,83,58.26,685
2023-10-02,Produit_45,Région_3,3,184.54,193
2023-10-02,Produit_5,Région_7,8,56.97,137
2023-10-02,Produit_16,Région_4,82,236.53,726
2023-10-02,Produit_39,Région_9,6,101.76,348
2023-10-02,Produit_17,Région_9,13,129.82,975
2023-10-02,Produit_7,Région_6,20,88.71,257
2023-10-02,Produit_50,Région_5,19,228.12,589
2023-10-02,Produit_40,Région_4,32,390.99,359
2023-10-02,Produit_30,Région_2,98,461.24,386
2023-10-02,Produit_46,Région_2,99,490.42,107
2023-10-02,Produit_16,Région_2,31,399.11,148
2023-10-02,Produit_47,Région_3,79,220.25,863
2023-10-02,Produit_46,Région_3,57,390.77,380
2023-10-02,Produit_30,Région_5,24,97.6,724
2023-10-02,Produit_50,Région_6,99,39.33,784
2023-10-02,Produit_41,Région_7,57,194.38,335
2023-10-02,Produit_26,Région_10,73,227.12,917
2023-10-02,Produit_40,Région_8,8,473.81,388
2023-10-02,Produit_35,Région_10,76,60.21,127
2023-10-02,Produit_31,Région_1,45,124.69,441
2023-10-02,Produit_26,Région_9,72,356.57,683
2023-10-02,Produit_2,Région_3,24,377.38,916
2023-10-02,Produit_6,Région_4,62,387.68,184
2023-10-02,Produit_11,Région_2,25,340.76,714
2023-10-02,Produit_2,Région_10,16,193.56,721
2023-10-02,Produit_9,Région_2,97,78.32,879
2023-10-02,Produit_33,Région_7,63,226.08,190
2023-10-02,Produit_34,Région_6,29,413.23,776
2023-10-02,Produit_13,Région_4,11,237.55,88
2023-10-02,Produit_34,Région_6,17,382.32,160
2023-10-02,Produit_2,Région_9,68,458.24,64
2023-10-02,Produit_25,Région_3,1,74.9,475
2023-10-02,Produit_35,Région_9,88,222.16,994
2023-10-02,Produit_11,Région_5,88,28.18,98
2023-10-02,Produit_1,Région_7,4,169.72,267
2023-10-02,Produit_44,Région_5,8,484.65,53
2023-10-02,Produit_6,Région_4,6,283.29,210
2023-10-02,Produit_22,Région_7,14,55.23,202
2023-10-02,Produit_40,Région_6,93,489.21,291
2023-10-02,Produit_33,Région_10,83,167.89,121
2023-10-02,Produit_12,Région_4,46,422.59,44
2023-10-02,Produit_28,Région_9,11,211.08,994
2023-10-02,Produit_28,Région_2,81,413.65,324
